,type,length_comment,var_length,links_count,qm_count,exm_count,img_count,music_count,dots_count,ht_count,me_count,I-E,N-S,T-F,J-P
6592,INFP,30.36,0.17821269027990755,0.0,0.28,0.12,0.0,0.0,0.76,0.0,2.62,1,0,0,1
6593,INFJ,23.56,0.1766360444130842,0.0,0.24,0.12,0.0,0.0,0.46,0.0,2.02,1,0,0,0
6594,INFJ,26.14,0.17950623814169778,0.06,0.22,0.1,0.0,0.0,0.7,0.0,2.36,1,0,0,0
6595,INFP,22.64,0.19325876026011438,0.0,0.08,0.16,0.0,0.0,0.4,0.0,3.04,1,0,0,1
6596,INFP,15.3,0.18423643197585501,0.28,0.22,0.06,0.02,0.0,0.28,0.0,1.84,1,0,0,1
6597,ENFP,24.4,0.1853047766827973,0.02,0.18,0.12,0.0,0.0,0.52,0.0,2.34,0,0,0,1
6598,ENFP,31.74,0.1896840363993623,0.0,0.34,0.52,0.0,0.06,0.72,0.0,3.72,0,0,0,1
6599,INTP,26.92,0.19341445904707938,0.0,0.14,0.18,0.0,0.0,0.86,0.0,4.58,1,0,1,1
6600,INTP,16.34,0.18601741950799522,0.18,0.26,0.04,0.06,0.0,0.5,0.0,1.4,1,0,1,1
6601,ENTP,17.48,0.1830522878910679,0.08,0.12,0.36,0.0,0.0,0.36,0.0,2.0,0,0,1,1
6602,INFP,27.34,0.18490336543733502,0.14,0.16,0.08,0.08,0.04,0.7,0.0,3.34,1,0,0,1
6603,INTJ,25.04,0.1874671268907721,0.04,0.66,0.2,0.0,0.04,0.92,0.0,2.76,1,0,1,0
6604,INFJ,30.1,0.18597953593467997,0.06,0.26,0.06,0.02,0.0,0.88,0.0,3.96,1,0,0,0
6605,INFP,30.84,0.1818487943195177,0.0,0.12,0.32,0.0,0.04,0.76,0.0,3.76,1,0,0,1
6606,ENTP,12.86,0.2100808897669686,0.02,0.36,0.68,0.0,0.0,1.7,0.0,0.98,0,0,1,1
6607,INTP,16.9,0.19490015266168545,0.04,0.22,0.18,0.0,0.0,0.36,0.0,2.56,1,0,1,1
6608,ISTP,18.96,0.18013482085405752,0.08,0.24,0.04,0.04,0.04,0.3,0.0,1.86,1,1,1,1
6609,INTP,29.94,0.1831278973184029,0.02,0.18,0.14,0.0,0.0,0.72,0.0,3.06,1,0,1,1
6610,ENTP,29.72,0.17781604876711646,0.0,0.3,0.08,0.0,0.0,0.8,0.0,3.2,0,0,1,1
6611,ENTP,24.22,0.17963114874255381,0.06,0.14,0.1,0.04,0.02,0.66,0.0,2.54,0,0,1,1
6612,INTJ,27.32,0.1808638210675804,0.0,0.12,0.04,0.0,0.0,1.02,0.0,2.48,1,0,1,0
6613,INFP,18.22,0.1935637802667576,0.0,0.32,0.16,0.0,0.06,0.9,0.0,1.76,1,0,0,1
6614,INFP,20.22,0.1852776784786517,0.18,0.22,0.04,0.0,0.0,0.42,0.02,2.68,1,0,0,1
6615,INFP,30.4,0.18854403786970353,0.0,0.24,0.06,0.0,0.0,0.7,0.0,3.26,1,0,0,1
6616,ISTJ,17.76,0.1694778424496498,0.3,0.08,0.0,0.28,0.02,0.6,0.0,1.76,1,1,1,0
6617,ENTP,32.2,0.19004060706313772,0.0,0.36,0.02,0.0,0.02,0.82,0.0,3.96,0,0,1,1
6618,INTP,18.82,0.18678762409884725,0.02,0.34,0.04,0.0,0.0,0.34,0.0,2.06,1,0,1,1
6619,INFP,30.7,0.18662082758670748,0.0,0.34,0.34,0.0,0.0,1.04,0.0,3.62,1,0,0,1
6620,ENFP,24.54,0.1858013231332585,0.04,0.2,0.26,0.0,0.04,0.72,0.0,2.6,0,0,0,1
6621,ISTP,15.12,0.17865706797950112,0.02,0.14,0.0,0.0,0.0,0.3,0.0,0.96,1,1,1,1
6622,INTP,32.64,0.180764148409111,0.0,0.06,0.02,0.0,0.06,0.84,0.0,3.64,1,0,1,1
6623,INTP,28.14,0.18335587691583544,0.02,0.22,0.14,0.0,0.0,0.64,0.0,3.44,1,0,1,1
6624,ISFJ,31.72,0.17814965042555353,0.0,0.1,0.2,0.0,0.02,0.94,0.0,4.1,1,1,0,0
6625,INTP,30.24,0.1845483298336379,0.02,0.26,0.1,0.0,0.02,1.0,0.0,3.1,1,0,1,1
6626,ISTP,29.24,0.18713698043408641,0.06,0.06,0.02,0.0,0.0,0.88,0.0,3.74,1,1,1,1
6627,ISTP,11.08,0.19089168846294727,0.02,0.04,0.02,0.0,0.02,0.14,0.0,1.88,1,1,1,1
6628,INFJ,30.14,0.18641325801753256,0.0,0.14,0.22,0.0,0.0,0.88,0.0,3.56,1,0,0,0
6629,INTP,12.26,0.17264053483816627,0.4,0.62,0.02,0.0,0.0,0.2,0.0,1.18,1,0,1,1
6630,INFP,28.0,0.18103439048199205,0.0,0.08,0.16,0.0,0.0,0.74,0.0,2.52,1,0,0,1
6631,INTP,25.06,0.1830267012773351,0.2,0.24,0.0,0.02,0.12,0.54,0.04,1.74,1,0,1,1
6632,INTJ,5.3,0.19682425356807493,0.06,0.16,0.0,0.06,0.0,0.14,0.0,0.54,1,0,1,0
6633,ISTP,19.84,0.18373442760869868,0.2,0.28,0.08,0.0,0.02,0.64,0.0,2.4,1,1,1,1
6634,INFP,25.38,0.1775411425328016,0.08,0.12,0.1,0.04,0.0,0.62,0.0,2.02,1,0,0,1
6635,INTJ,28.54,0.17514256377054682,0.02,0.3,0.06,0.0,0.0,0.76,0.0,2.42,1,0,1,0
6636,INTP,20.1,0.18585519645475285,0.06,0.3,0.04,0.02,0.02,0.4,0.0,1.86,1,0,1,1
6637,INTJ,26.02,0.18069166014634164,0.0,0.16,0.02,0.0,0.02,0.74,0.0,2.6,1,0,1,0
6638,ENFP,22.0,0.19157486703435936,0.16,0.2,0.22,0.12,0.0,0.56,0.0,2.2,0,0,0,1
6639,ENTJ,33.3,0.18177114586428478,0.0,0.22,0.02,0.0,0.02,1.12,0.0,4.18,0,0,1,0
6640,INTP,15.02,0.17932241339639807,0.0,0.04,1.5,0.0,0.0,0.3,0.0,1.5,1,0,1,1
6641,INFJ,24.8,0.18615022363990608,0.04,0.08,0.0,0.0,0.0,0.48,0.0,3.5,1,0,0,0
6642,ENFJ,31.84,0.18487497227500682,0.1,0.36,0.42,0.0,0.06,0.96,0.0,3.8,0,0,0,0
6643,ENFP,28.18,0.1877899854318419,0.0,0.24,0.08,0.0,0.0,0.86,0.0,3.42,0,0,0,1
6644,ENTP,28.82,0.18526986751614932,0.0,0.16,0.1,0.0,0.0,0.8,0.02,3.42,0,0,1,1
6645,INFJ,20.74,0.1848484496053836,0.06,0.3,0.04,0.04,0.0,0.58,0.0,1.84,1,0,0,0
6646,INTP,24.18,0.18673786859112612,0.0,0.46,0.02,0.0,0.02,0.54,0.0,2.46,1,0,1,1
6647,INTJ,26.96,0.18010847497187993,0.02,0.14,0.16,0.0,0.0,0.72,0.0,3.22,1,0,1,0
6648,ENTP,28.52,0.18577023367734005,0.08,0.02,0.08,0.0,0.06,1.82,0.0,2.98,0,0,1,1
6649,ENFP,30.18,0.1870110043085451,0.0,0.06,1.98,0.0,0.04,0.62,0.0,3.82,0,0,0,1
6650,INFP,29.6,0.18068476505147701,0.0,0.34,0.08,0.0,0.0,1.14,0.0,2.66,1,0,0,1
6651,INFP,31.12,0.18401537452933414,0.04,0.06,0.18,0.0,0.02,0.88,0.02,3.92,1,0,0,1
6652,INTP,16.24,0.18235678728019875,0.42,0.44,0.2,0.08,0.02,0.4,0.0,2.24,1,0,1,1
6653,ENFP,29.5,0.19013650395890982,0.0,0.12,0.22,0.0,0.0,0.6,0.0,3.7,0,0,0,1
6654,INTJ,29.06,0.18683846984703859,0.08,0.04,0.24,0.0,0.0,0.98,0.0,1.62,1,0,1,0
6655,INFJ,30.36,0.1899570780772813,0.0,0.18,0.28,0.0,0.02,0.94,0.0,2.9,1,0,0,0
6656,INFP,22.74,0.18189099074883058,0.1,0.2,0.08,0.0,0.0,0.56,0.0,3.08,1,0,0,1
6657,INTJ,20.7,0.18912616430780363,0.14,0.18,0.06,0.04,0.0,0.28,0.0,2.7,1,0,1,0
6658,ISTJ,20.12,0.18327157591165227,0.14,0.14,0.12,0.04,0.0,0.36,0.0,1.72,1,1,1,0
6659,INTJ,27.0,0.183546193739244,0.02,0.14,0.1,0.0,0.04,0.66,0.0,4.06,1,0,1,0
6660,INTP,7.86,0.1851771693631896,0.28,0.32,0.02,0.0,0.02,0.12,0.0,0.66,1,0,1,1
6661,INFP,30.68,0.18322054234851592,0.02,0.1,0.0,0.0,0.02,0.68,0.0,2.44,1,0,0,1
6662,INFP,30.12,0.18642957544380004,0.02,0.02,0.2,0.0,0.0,0.88,0.0,3.7,1,0,0,1
6663,INFJ,26.64,0.18720553633217993,0.02,0.1,0.16,0.0,0.0,0.84,0.0,3.26,1,0,0,0
6664,INFP,23.72,0.1823467168807492,0.12,0.24,0.12,0.0,0.0,0.52,0.04,2.68,1,0,0,1
6665,INFJ,28.34,0.188671601636609,0.06,0.28,0.2,0.0,0.0,0.56,0.0,3.12,1,0,0,0
6666,INFP,33.64,0.18478619966849125,0.0,0.08,0.18,0.0,0.02,0.86,0.0,4.94,1,0,0,1
6667,INTP,25.8,0.1868392684342738,0.12,0.16,0.18,0.12,0.0,0.7,0.0,2.94,1,0,1,1
6668,ISFP,13.04,0.18203969416433574,0.06,0.32,0.04,0.0,0.0,0.12,0.0,1.38,1,1,0,1
6669,INTJ,23.82,0.18475740444938044,0.02,0.1,0.16,0.0,0.08,0.78,0.02,2.8,1,0,1,0
6670,ISTJ,22.88,0.1853993055555555,0.0,0.26,0.1,0.0,0.02,0.52,0.0,2.44,1,1,1,0
6671,ISFP,23.12,0.18344174833675278,0.0,0.16,0.08,0.0,0.0,0.56,0.0,2.18,1,1,0,1
6672,INTJ,32.84,0.18703271190688353,0.0,0.14,0.06,0.0,0.0,0.84,0.0,4.6,1,0,1,0
6673,ENTP,29.6,0.17905052067761956,0.06,0.16,0.46,0.02,0.0,0.74,0.0,3.24,0,0,1,1
6674,ENTJ,18.12,0.1836842523079171,0.0,0.08,0.16,0.0,0.0,0.42,0.0,1.82,0,0,1,0
6675,INFP,20.66,0.19563854221693716,0.02,0.42,0.14,0.0,0.04,0.54,0.0,2.84,1,0,0,1
6676,INTJ,29.7,0.1780671928846818,0.04,0.08,0.02,0.02,0.0,0.8,0.0,2.96,1,0,1,0
6677,INTJ,34.34,0.18389038809481845,0.0,0.02,0.0,0.0,0.02,1.16,0.0,3.56,1,0,1,0
6678,INTJ,23.12,0.1850393189493729,0.06,0.24,0.28,0.04,0.0,0.6,0.0,2.24,1,0,1,0
6679,ENTP,26.06,0.180528013695917,0.0,0.1,0.06,0.0,0.0,0.52,0.0,2.78,0,0,1,1
6680,INFP,27.1,0.18408139549289113,0.06,0.18,0.04,0.0,0.0,0.9,0.0,2.08,1,0,0,1
6681,INTP,29.6,0.17915398133709562,0.0,0.02,0.3,0.0,0.0,0.66,0.0,3.36,1,0,1,1
6682,ENTP,26.96,0.1858395556883756,0.02,0.14,0.06,0.0,0.0,0.82,0.0,3.76,0,0,1,1
6683,INFP,26.96,0.1896573338101096,0.0,0.14,0.06,0.0,0.0,0.66,0.0,3.5,1,0,0,1
6684,INFJ,29.74,0.182062309235687,0.0,0.02,0.12,0.0,0.0,0.62,0.0,3.54,1,0,0,0
6685,ENTJ,11.7,0.17932390497197231,0.06,0.1,0.0,0.0,0.0,0.14,0.0,0.68,0,0,1,0
6686,INTP,24.38,0.18493961631902717,0.14,0.08,0.2,0.0,0.0,0.58,0.0,2.1,1,0,1,1
6687,INTJ,22.5,0.18433501679398442,0.04,0.28,0.16,0.02,0.0,0.66,0.0,2.4,1,0,1,0
6688,INFP,21.48,0.183950466882907,0.16,0.22,0.0,0.02,0.04,0.58,0.0,1.44,1,0,0,1
6689,ESTP,19.4,0.1874602733205642,0.3,0.42,0.14,0.0,0.0,0.48,0.0,1.8,0,1,1,1
6690,INFP,22.82,0.17631769010534407,0.18,0.28,0.02,0.0,0.0,0.54,0.0,2.18,1,0,0,1
6691,INTP,23.32,0.185667937183685,0.12,0.2,0.06,0.0,0.02,0.6,0.0,3.0,1,0,1,1
6692,INTJ,19.84,0.18640040918587247,0.0,0.14,0.0,0.0,0.0,0.36,0.0,2.6,1,0,1,0
6693,INFP,22.74,0.18346099210946834,0.02,0.1,0.14,0.0,0.0,0.64,0.0,2.66,1,0,0,1
6694,ENTP,33.86,0.18382784774135308,0.0,0.14,0.14,0.0,0.0,0.88,0.0,3.44,0,0,1,1
6695,ENTP,19.6,0.18967520052558606,0.06,0.24,0.3,0.06,0.0,1.14,0.0,1.46,0,0,1,1
6696,INTP,19.7,0.18107234555810064,0.32,0.36,0.18,0.04,0.0,0.42,0.0,2.1,1,0,1,1
6697,INTJ,28.64,0.1769720541965436,0.04,0.12,0.04,0.0,0.0,0.78,0.02,2.42,1,0,1,0
6698,INFJ,26.62,0.17962334029698618,0.14,0.24,0.38,0.02,0.06,0.92,0.0,2.7,1,0,0,0
6699,ISFP,18.96,0.19719891514189614,0.04,0.4,0.02,0.0,0.02,0.22,0.0,1.84,1,1,0,1
6700,INFJ,28.2,0.1842656089902667,0.0,0.06,0.22,0.0,0.0,0.68,0.0,2.72,1,0,0,0
6701,ESFP,12.0,0.18688495773772626,0.02,0.14,0.46,0.02,0.0,0.38,0.0,0.98,0,1,0,1
6702,INFP,27.52,0.17742993714357472,0.0,0.02,0.0,0.0,0.02,0.52,0.0,2.42,1,0,0,1
6703,ENTP,16.1,0.18418762069398278,0.14,0.12,0.02,0.06,0.0,0.18,0.0,2.32,0,0,1,1
6704,INTP,27.18,0.18318730199813293,0.2,0.24,0.0,0.02,0.06,0.6,0.0,3.38,1,0,1,1
6705,ISTP,22.94,0.18924292330072262,0.02,0.08,0.02,0.0,0.0,0.4,0.0,2.84,1,1,1,1
6706,INTP,18.1,0.18446750680240198,0.2,0.2,0.02,0.02,0.0,0.38,0.0,1.66,1,0,1,1
6707,ISFP,23.1,0.18392160167312696,0.06,0.1,0.14,0.02,0.0,0.84,0.0,3.08,1,1,0,1
6708,ENTP,19.14,0.18628623292402474,0.16,0.06,0.1,0.14,0.0,0.38,0.0,1.92,0,0,1,1
6709,INFP,26.66,0.18200198095804976,0.02,0.08,0.0,0.0,0.0,0.66,0.0,2.96,1,0,0,1
6710,ESFJ,35.32,0.19018674356481657,0.0,0.1,0.5,0.0,0.0,0.94,0.0,4.78,0,1,0,0
6711,INTJ,25.5,0.18467203770016385,0.08,0.22,0.16,0.0,0.0,0.7,0.0,3.28,1,0,1,0
6712,ISFP,31.96,0.20210990072307644,0.02,0.1,0.76,0.0,0.02,1.0,0.0,3.22,1,1,0,1
6713,INFP,27.62,0.17651483805101495,0.08,0.26,0.12,0.0,0.0,0.66,0.02,2.74,1,0,0,1
6714,INTP,24.58,0.18694448699710586,0.0,0.58,0.34,0.0,0.0,0.46,0.0,2.94,1,0,1,1
6715,INTP,29.42,0.18386832824915386,0.04,0.24,0.14,0.0,0.02,0.72,0.0,3.82,1,0,1,1
6716,INFP,34.5,0.1858585296951342,0.02,0.2,0.24,0.0,0.0,1.16,0.0,3.3,1,0,0,1
6717,INTP,25.48,0.18883001784528192,0.0,0.3,0.08,0.0,0.06,0.64,0.02,3.08,1,0,1,1
6718,INFJ,32.18,0.19179830474073428,0.02,0.42,0.26,0.0,0.0,1.06,0.0,4.18,1,0,0,0
6719,INTJ,29.42,0.18390128697964603,0.04,0.16,0.1,0.0,0.0,0.76,0.02,2.66,1,0,1,0
6720,INFP,24.6,0.18088225164729704,0.08,0.26,0.0,0.0,0.1,0.74,0.04,1.8,1,0,0,1
6721,ENFJ,31.42,0.18902659693158735,0.02,0.04,0.0,0.0,0.0,1.08,0.0,3.12,0,0,0,0
6722,INTP,7.86,0.18360622113300032,0.08,0.06,0.02,0.04,0.0,0.2,0.0,0.8,1,0,1,1
6723,INFP,23.06,0.18668592887396118,0.06,0.14,0.02,0.0,0.0,0.46,0.0,3.46,1,0,0,1
6724,INTP,11.76,0.19531821023259344,0.08,0.44,0.34,0.04,0.04,0.2,0.0,2.02,1,0,1,1
6725,ENFP,31.5,0.18691397413807437,0.0,0.14,1.1,0.0,0.1,0.8,0.0,3.82,0,0,0,1
6726,INFP,20.9,0.1804417396162681,0.04,0.02,0.06,0.04,0.12,0.36,0.0,2.66,1,0,0,1
6727,INTJ,36.44,0.18795946342088976,0.0,0.12,0.0,0.0,0.02,0.9,0.0,6.06,1,0,1,0
6728,ENTP,11.82,0.19206206309336066,0.18,0.46,0.02,0.04,0.0,0.24,0.0,1.28,0,0,1,1
6729,INTJ,17.86,0.18687192168897004,0.06,0.42,0.26,0.02,0.02,0.3,0.04,1.5,1,0,1,0
6730,INTP,30.2,0.18165154474928075,0.04,0.22,0.0,0.0,0.0,0.82,0.0,2.98,1,0,1,1
6731,INFJ,28.38,0.18538575869550397,0.08,0.22,0.0,0.0,0.0,0.9,0.0,3.1,1,0,0,0
6732,INTP,23.96,0.18647273529080466,0.26,0.26,0.06,0.1,0.0,0.76,0.0,2.76,1,0,1,1
6733,INFP,27.16,0.18823899541697992,0.16,0.48,0.38,0.06,0.04,1.08,0.08,1.36,1,0,0,1
6734,ISTP,29.6,0.18086358887347184,0.18,0.22,0.06,0.02,0.02,0.66,0.0,3.34,1,1,1,1
6735,ISTJ,18.16,0.18775518857330592,0.18,0.36,0.26,0.12,0.04,0.26,0.0,1.7,1,1,1,0
6736,ESTP,25.38,0.1896967266655277,0.0,0.32,0.54,0.0,0.0,0.66,0.02,2.8,0,1,1,1
6737,INFP,19.98,0.1870569532151285,0.26,0.32,0.02,0.0,0.08,0.4,0.0,2.8,1,0,0,1
6738,INFJ,26.68,0.18629179092585627,0.0,0.0,0.6,0.0,0.0,0.48,0.02,3.66,1,0,0,0
6739,INFP,22.76,0.1858787962323308,0.0,0.18,0.04,0.0,0.0,0.62,0.0,3.3,1,0,0,1
6740,ENFP,27.54,0.19067377280329312,0.04,0.44,0.14,0.0,0.02,0.78,0.02,2.92,0,0,0,1
6741,INTJ,28.38,0.17632473377505173,0.08,0.14,0.0,0.02,0.0,0.62,0.0,2.66,1,0,1,0
6742,ISTJ,26.84,0.19051316119333328,0.0,0.14,0.06,0.0,0.0,0.84,0.0,2.96,1,1,1,0
6743,INFJ,25.28,0.18317054701952482,0.12,0.18,0.12,0.0,0.02,0.76,0.0,3.52,1,0,0,0
6744,INFP,14.58,0.1870905677503303,0.04,0.22,0.26,0.02,0.0,0.28,0.0,1.18,1,0,0,1
6745,INTJ,17.94,0.18899919580316177,0.0,0.22,0.2,0.0,0.0,0.34,0.0,1.48,1,0,1,0
6746,INFJ,26.26,0.18913371663571302,0.14,0.16,0.02,0.0,0.08,0.82,0.0,3.36,1,0,0,0
6747,ENTP,26.98,0.18114077873960147,0.0,0.2,0.06,0.0,0.0,0.62,0.0,3.24,0,0,1,1
6748,INFP,31.72,0.1810594183424315,0.0,0.14,0.14,0.0,0.02,0.76,0.0,2.12,1,0,0,1
6749,ESTP,23.4,0.19048425624560056,0.02,0.24,0.06,0.0,0.0,0.48,0.0,3.02,0,1,1,1
6750,ENTP,14.66,0.18119541028860517,0.0,0.36,0.0,0.0,0.0,0.22,0.0,0.86,0,0,1,1
6751,INTP,30.0,0.18083364195584872,0.0,0.28,0.02,0.0,0.0,0.78,0.0,3.46,1,0,1,1
6752,INFJ,21.54,0.17982763913863425,0.02,0.28,0.04,0.0,0.0,0.54,0.0,1.7,1,0,0,0
6753,INFJ,30.6,0.1810366729678639,0.06,0.44,0.1,0.02,0.0,0.88,0.0,3.3,1,0,0,0
6754,ENTJ,14.02,0.1924435551737043,0.0,0.22,0.02,0.0,0.0,0.18,0.0,1.52,0,0,1,0
6755,ISTJ,25.36,0.18239134867650142,0.0,0.14,0.0,0.0,0.0,0.44,0.0,2.92,1,1,1,0
6756,ENFJ,23.38,0.18427768595041327,0.06,0.2,0.22,0.0,0.02,0.58,0.02,2.58,0,0,0,0
6757,INTP,30.14,0.18189173111243304,0.0,0.16,0.0,0.0,0.0,0.74,0.0,3.2,1,0,1,1
6758,ISTJ,15.12,0.18692370060487368,0.02,0.04,0.12,0.0,0.0,0.34,0.0,1.62,1,1,1,0
6759,ESTP,29.26,0.18010080477251156,0.08,0.0,0.02,0.0,0.0,0.68,0.0,2.72,0,1,1,1
6760,INFP,21.24,0.18283400012671658,0.02,0.08,0.48,0.0,0.0,0.42,0.0,2.46,1,0,0,1
6761,INFJ,33.24,0.18314424947676602,0.0,0.36,0.36,0.0,0.02,0.78,0.0,3.88,1,0,0,0
6762,INFJ,23.38,0.18887387853529763,0.0,0.3,0.12,0.0,0.02,0.66,0.0,2.62,1,0,0,0
6763,INFP,22.04,0.19257575771665356,0.0,0.4,0.0,0.0,0.0,0.92,0.0,2.58,1,0,0,1
6764,INFJ,23.74,0.1729879987895331,0.02,0.02,0.0,0.0,0.0,0.5,0.0,1.64,1,0,0,0
6765,INFJ,24.98,0.19360871330322732,0.0,0.12,1.04,0.0,0.0,1.1,0.0,3.02,1,0,0,0
6766,INFP,20.24,0.1924376409073433,0.3,0.34,0.04,0.0,0.02,0.48,0.0,2.58,1,0,0,1
6767,INFJ,29.54,0.1770050186766037,0.0,0.14,0.02,0.0,0.0,0.74,0.08,2.66,1,0,0,0
6768,INFJ,27.62,0.18553415346223018,0.02,0.18,0.28,0.0,0.02,0.78,0.08,3.12,1,0,0,0
6769,INFJ,30.18,0.18871104396656613,0.02,0.14,0.28,0.0,0.0,0.96,0.0,3.14,1,0,0,0
6770,INTJ,31.48,0.18199352620914164,0.0,0.2,0.22,0.0,0.0,0.82,0.0,2.42,1,0,1,0
6771,ISTP,31.68,0.1875276456924629,0.0,0.14,0.04,0.0,0.0,0.8,0.0,3.94,1,1,1,1
6772,INFJ,30.44,0.18461020408163265,0.0,0.38,0.32,0.0,0.0,0.86,0.0,2.98,1,0,0,0
6773,INTP,24.22,0.1860665603559351,0.1,0.14,0.06,0.0,0.0,0.6,0.02,3.08,1,0,1,1
6774,INFJ,30.5,0.1858115812491515,0.0,0.16,0.4,0.0,0.02,0.76,0.0,2.98,1,0,0,0
6775,INTJ,23.8,0.18598194265172674,0.14,0.12,0.06,0.06,0.0,0.64,0.0,3.36,1,0,1,0
6776,INFJ,24.32,0.19206354979608023,0.1,0.34,0.96,0.0,0.04,0.76,0.0,3.56,1,0,0,0
6777,ENFP,27.84,0.18812788762539134,0.0,0.16,0.42,0.0,0.0,0.58,0.0,3.14,0,0,0,1
6778,INFP,28.24,0.19571511594012694,0.04,0.06,0.06,0.0,0.08,1.7,0.0,2.36,1,0,0,1
6779,INTJ,30.0,0.18265920546637412,0.0,0.18,0.04,0.0,0.02,0.74,0.04,2.18,1,0,1,0
6780,INFP,13.92,0.18454906287525727,0.46,0.5,0.22,0.0,0.04,0.32,0.0,1.08,1,0,0,1
6781,ENFP,18.28,0.18752263057825216,0.1,0.3,0.16,0.0,0.0,0.4,0.0,2.16,0,0,0,1
6782,ENFP,17.8,0.17038969897840442,0.34,0.1,0.28,0.34,0.0,0.68,0.0,1.7,0,0,0,1
6783,INFP,20.34,0.18579089088088568,0.18,0.24,0.06,0.0,0.02,0.24,0.0,2.64,1,0,0,1
6784,ENTP,32.64,0.18005876470099066,0.02,0.12,0.02,0.0,0.0,1.12,0.02,1.8,0,0,1,1
6785,INFJ,33.72,0.1781421502324883,0.0,0.2,0.02,0.0,0.0,1.1,0.0,4.16,1,0,0,0
6786,ENTJ,28.84,0.18104791823595348,0.02,0.22,0.0,0.0,0.0,0.62,0.0,2.86,0,0,1,0
6787,INTJ,21.22,0.17493795126128092,0.12,0.16,0.14,0.04,0.0,0.5,0.0,2.52,1,0,1,0
6788,INFP,32.9,0.1851896577171302,0.0,0.1,0.16,0.0,0.02,0.92,0.0,4.22,1,0,0,1
6789,INFJ,34.22,0.1837333241479485,0.02,0.14,0.14,0.0,0.0,0.88,0.0,4.36,1,0,0,0
6790,ENTJ,25.24,0.18700250659413062,0.04,0.24,0.0,0.0,0.0,0.48,0.0,3.16,0,0,1,0
6791,INFJ,18.16,0.19367621608137775,0.08,0.16,0.1,0.0,0.0,0.32,0.0,2.42,1,0,0,0
6792,INTP,25.28,0.17644517812559102,0.04,0.22,0.02,0.0,0.0,0.52,0.0,2.14,1,0,1,1
6793,INTJ,33.0,0.18201174805788017,0.0,0.2,0.04,0.0,0.04,1.02,0.0,3.24,1,0,1,0
6794,INFP,30.48,0.1761310274294801,0.0,0.26,0.06,0.0,0.0,0.8,0.0,2.64,1,0,0,1
6795,INFJ,22.96,0.2002732438338182,0.0,0.12,0.32,0.0,0.0,1.48,0.0,2.76,1,0,0,0
6796,INTP,30.32,0.18125477411522192,0.0,0.22,0.14,0.0,0.0,0.82,0.0,4.22,1,0,1,1
6797,INTJ,10.3,0.19155838530727634,0.04,0.1,0.08,0.0,0.0,0.22,0.0,1.1,1,0,1,0
6798,INTJ,20.94,0.18562465024060884,0.12,0.34,0.06,0.0,0.0,0.6,0.0,1.92,1,0,1,0
6799,ENFJ,25.38,0.18390426446280994,0.0,0.12,0.12,0.0,0.04,0.58,0.0,3.46,0,0,0,0
6800,ENTP,21.6,0.1815693608806059,0.04,0.36,0.08,0.0,0.0,0.66,0.0,2.58,0,0,1,1
6801,INFP,29.74,0.17665433207176548,0.0,0.14,0.1,0.0,0.0,0.9,0.0,2.44,1,0,0,1
6802,INFJ,16.52,0.1874434517106503,0.0,0.28,0.06,0.0,0.0,0.28,0.0,1.68,1,0,0,0
6803,INFP,32.5,0.18620525664327964,0.0,0.1,0.02,0.0,0.02,0.86,0.0,3.4,1,0,0,1
6804,ISFP,25.06,0.1810883068457868,0.0,0.14,0.1,0.0,0.0,0.5,0.0,3.16,1,1,0,1
6805,ISFP,6.72,0.17375807529516596,0.74,0.22,0.26,0.06,0.0,0.1,0.0,1.0,1,1,0,1
6806,INFJ,28.86,0.18754646552097654,0.02,0.54,0.12,0.02,0.0,0.98,0.0,4.06,1,0,0,0
6807,INFP,17.24,0.18356817299206962,0.32,0.38,0.3,0.14,0.08,0.48,0.0,1.96,1,0,0,1
6808,INTP,28.18,0.1863679592365076,0.02,0.2,0.08,0.02,0.0,0.84,0.0,3.36,1,0,1,1
6809,INFP,27.88,0.18250840004905367,0.02,0.02,0.08,0.02,0.0,0.76,0.0,1.58,1,0,0,1
6810,INTJ,24.04,0.17685663175650082,0.08,0.22,0.0,0.02,0.02,0.56,0.0,2.58,1,0,1,0
6811,INTP,32.22,0.1825865178907171,0.06,0.24,0.1,0.0,0.04,1.14,0.0,3.52,1,0,1,1
6812,INFP,19.96,0.18430825813774215,0.0,0.14,0.18,0.0,0.0,0.34,0.0,3.12,1,0,0,1
6813,ENFJ,29.78,0.18347094728346697,0.0,0.18,0.22,0.0,0.0,0.82,0.0,3.26,0,0,0,0
6814,ISTJ,34.56,0.19041727560576538,0.02,0.3,0.1,0.0,0.0,1.46,0.0,2.74,1,1,1,0
6815,ISFJ,35.9,0.18108715436478873,0.0,0.1,0.0,0.0,0.0,0.98,0.0,5.02,1,1,0,0
6816,INFJ,24.64,0.18281078296347042,0.0,0.18,0.04,0.0,0.0,0.5,0.0,3.2,1,0,0,0
6817,INTJ,21.0,0.17503133376308422,0.12,0.28,0.0,0.0,0.06,0.44,0.0,2.38,1,0,1,0
6818,INTP,17.22,0.18667244355567997,0.0,0.24,0.02,0.0,0.04,0.18,0.0,1.98,1,0,1,1
6819,INFP,29.18,0.18541668037858355,0.02,0.16,0.08,0.02,0.0,0.82,0.0,4.08,1,0,0,1
6820,INFP,31.82,0.18473194415034178,0.0,0.04,0.26,0.0,0.06,0.8,0.02,4.02,1,0,0,1
