,goodreads_book_id,book_id,book_title,book_series,authors,average_rating,work_ratings_count,main_genre,sec_genre
773295,10637766,583,Silence,Hush,Becca Fitzpatrick,4.16,197338,young adult,paranormal
773395,10644930,295,11/22/63,,Stephen King,4.29,303057,historical,science-fiction
773497,10659536,8619,Every Thing on It,,Shel Silverstein,4.39,11630,children,humor
773595,10661081,2956,Vampire Academy: The Ultimate Guide,Vampire Academy),"Michelle Rowen, Richelle Mead",4.45,32921,young adult,paranormal
773695,10664113,188,A Dance with Dragons,A Song of Ice and Fire,George R.R. Martin,4.31,424618,fantasy,sci-fi-fantasy
773819,10677213,6824,Van Gogh: The Life,,"Steven Naifeh, Gregory White Smith",4.09,14020,historical,0
773895,10677277,5544,Article 5,Article 5,Kristen Simmons,3.78,24996,young adult,young adult
774008,10680329,4928,A Trick of the Light,Chief Inspector Armand Gamache,Louise Penny,4.29,24518,mystery,mystery
774095,10706120,5633,A King's Ransom,The 39 Clues: Cahills vs. Vespers,Jude Watson,4.14,18469,adventure,mystery
774297,10710392,5038,Chopsticks,,"Jessica Anthony, Rodrigo Corral",3.72,18377,young adult,young adult
774397,10720733,9484,The Abduction,Theodore Boone,John Grisham,3.76,11766,mystery,young adult
774511,10746542,822,The Sense of an Ending,,Julian Barnes,3.7,114025,mystery,drama
774656,10756240,5407,Telegraph Avenue,,Michael Chabon,3.36,17509,historical,0
774697,10757771,5887,Shut Out,,Kody Keplinger,3.76,24590,young adult,romance
774797,10757806,8100,How to Save a Life,,Sara Zarr,3.89,14335,young adult,young adult
774895,10757833,1425,Beautiful Chaos,Caster Chronicles,"Kami Garcia, Margaret Stohl, Paz Pruneda",3.95,81492,young adult,fantasy
774995,10762469,2945,The Leftovers,,Tom Perrotta,3.38,36284,fantasy,science-fiction
775095,10762697,5789,The Farseer Trilogy,Farseer Trilogy #1-3),Robin Hobb,4.33,15527,fantasy,sci-fi-fantasy
775197,10766509,821,The Best of Me,,Nicholas Sparks,3.91,124564,romance,chick lit
775297,10767466,5384,Hark! A Vagrant,,Kate Beaton,4.27,20789,humor,history
775406,10776592,3866,The Boy in the Suitcase,Nina Borg,"Lene Kaaberbøl, Agnete Friis",3.6,27066,mystery,thriller
775507,10776793,2839,War Brides,,Helen Bryan,3.75,33982,historical,historical
775595,10778410,7804,The Fire,Witch & Wizard,"James Patterson, Jill Dembowski, Elijah Wood, Spencer Locke",3.87,15877,fantasy,young adult
775695,10785687,3736,Harry Potter Page to Screen: The Complete Filmmaking Journey,,Bob McCabe,4.56,27610,fantasy,young adult
775823,10790276,8437,Courageous,,"Randy Alcorn, Alex Kendrick, Stephen Kendrick",4.53,10136,thriller,drama
775895,10790277,3725,Rise of Empire,The Riyria Revelations,Michael J. Sullivan,4.35,28832,fantasy,adventure
775995,10790290,2871,Theft of Swords,The Riyria Revelations,Michael J. Sullivan,4.21,37062,fantasy,adventure
776095,10790376,9349,A Modern Witch,A Modern Witch,Debora Geary,3.73,11475,fantasy,paranormal
776195,10790516,4946,Lothaire,Immortals After Dark #12),Kresley Cole,4.43,33113,paranormal,romance
776297,10798416,1297,The Statistical Probability of Love at First Sight,,Jennifer E. Smith,3.8,95856,young adult,romance
776397,10798418,2628,Why We Broke Up,,"Daniel Handler, Maira Kalman",3.49,45720,young adult,young adult
776495,10799881,8462,Underworld,Abandon,Meg Cabot,3.89,19639,young adult,fantasy
776595,10800916,2712,Awake at Dawn,Shadow Falls,C.C. Hunter,4.29,47959,paranormal,fantasy
776697,10801027,8941,Cross My Heart,Cross My Heart,Katie Klein,3.92,17964,young adult,romance
776795,10803121,1200,The Alloy of Law,Mistborn,Brandon Sanderson,4.2,84897,fantasy,sci-fi-fantasy
776895,10803806,9354,Darth Paper Strikes Back,Origami Yoda,Tom Angleberger,4.12,11099,children,young adult
777010,10805160,2207,Broken Harbour,Dublin Murder Squad,Tana French,3.92,50491,mystery,crime
777109,10808006,7007,Private #1 Suspect,Private,"James Patterson, Maxine Paetro",3.95,16409,mystery,thriller
777212,10813469,7321,Rock Chick Renegade,Rock Chick,Kristen Ashley,4.46,26795,romance,humor
777312,10813480,7679,For You,The 'Burg,Kristen Ashley,4.19,24277,romance,suspense
777402,10816297,2964,Kill Shot,Mitch Rapp,Vince Flynn,4.3,32995,thriller,thriller
777495,10816908,4193,The Crown of Embers,Fire and Thorns,Rae Carson,4.2,35272,fantasy,young adult
777597,10818853,34,Fifty Shades of Grey,Fifty Shades,E.L. James,3.67,1436818,romance,romance
777695,10822174,8077,"The Walking Dead, Vol. 14: No Way Out",,"Robert Kirkman, Charlie Adlard, Cliff Rathburn",4.34,14110,horror,fantasy
777811,10822858,2418,The Keeper of Lost Causes,Department Q,"Jussi Adler-Olsen, Lisa Hartford",3.98,46392,mystery,crime
777910,10830444,3845,Guilty Wives,,"James Patterson, David Ellis",3.82,26625,mystery,thriller
777995,10836728,3727,The Rook,The Checquy Files,Daniel O'Malley,4.12,32622,fantasy,fantasy
778111,10836810,6367,The Last Nude,,Ellis Avery,3.77,13413,historical,historical
778202,10836813,5628,The Time in Between,,"María Dueñas, Daniel Hahn",4.04,18470,historical,historical
778295,10843036,9696,Perfect Shadow,Night Angel,Brent Weeks,4.18,10846,fantasy,action
778410,10844125,8505,The Christmas Wedding,,"James Patterson, Richard DiLallo",3.32,14248,romance,chick lit
778497,10846336,5177,Salvage the Bones,,Jesmyn Ward,3.81,20611,historical,coming-of-age
778608,10852027,6163,V is for Vengeance,Kinsey Millhone,Sue Grafton,3.93,22215,mystery,mystery
778695,10859509,9527,Altered,Altered,Jennifer Rush,4.04,16988,young adult,young adult
778897,10866233,7400,The List,,Siobhan Vivian,3.46,18700,young adult,young adult
778995,10866624,5981,Unspoken,The Lynburn Legacy,Sarah Rees Brennan,3.85,24419,young adult,fantasy
779111,10868182,8778,The Hidden Child,Patrik Hedström,"Camilla Läckberg, Tiina Nunnally",3.94,13336,mystery,crime
779195,10869746,6379,Rise of the Governor,The Walking Dead #1),"Robert Kirkman, Jay Bonansinga",3.9,16096,horror,fantasy
779313,10870589,9107,Growing Up Amish,,Ira Wagler,3.36,10287,coming-of-age,history
779412,10872085,1854,Only Time Will Tell,The Clifton Chronicles,Jeffrey Archer,4.04,54311,historical,historical
779495,10874177,4710,Etiquette & Espionage,Finishing School,Gail Carriger,3.79,34613,young adult,fantasy
779601,10875239,4884,Lethal,,Sandra Brown,4.04,22772,mystery,romance
779695,10889279,5679,Batman: The Black Mirror,,"Scott Snyder, Jock, Francesco Francavilla, Jared K. Fletcher, Sal Cipriano, David   Baron",4.29,16366,mystery,horror
779795,10893138,7695,The Time of My Life,,Cecelia Ahern,3.85,14662,chick lit,romance
779895,10897866,7315,The Soulkeepers,The Soulkeepers,G.P. Ching,3.71,13510,fantasy,young adult
780019,10909804,4958,Just My Type: A Book About Fonts,,Simon Garfield,3.79,23329,history,humor
780095,10929432,8695,The Archived,The Archived,Victoria Schwab,4.02,18048,fantasy,young adult
780201,10931321,9640,Against All Enemies,Max Moore,"Tom Clancy, Peter Telep",3.95,9459,thriller,action
780312,10940958,9931,Blue Monday,Frieda Klein,Nicci French,3.77,11260,mystery,thriller
780397,10947600,7220,Saving June,,Hannah Harrington,3.97,16238,young adult,young adult
780495,10950924,2005,The Dovekeepers,,Alice Hoffman,4.02,54581,historical,historical
780604,10954979,4367,The Swerve: How the World Became Modern,,Stephen Greenblatt,3.83,20790,history,historical
780695,10959277,4021,The Future of Us,,"Jay Asher, Carolyn Mackler",3.58,36771,young adult,young adult
780800,10960383,7708,A Grown-Up Kind of Pretty,,Joshilyn Jackson,3.93,15821,chick lit,mystery
780915,10964693,924,The Marriage Plot,,Jeffrey Eugenides,3.42,99271,romance,coming-of-age
781017,10970532,7369,The Siren,The Original Sinners,Tiffany Reisz,4.05,21512,romance,drama
781095,10993282,2237,Lover Reborn,Black Dagger Brotherhood,J.R. Ward,4.35,64189,paranormal,romance
781197,10996342,1030,The Art of Fielding,,Chad Harbach,3.99,89228,coming-of-age,young adult
781302,11007587,2180,Zero Day,John Puller,David Baldacci,3.99,48922,thriller,mystery
781419,11010251,2796,The Lost Wife,,Alyson Richman,4.2,35931,historical,romance
781495,11045709,6199,When She Woke,,Hillary Jordan,3.67,21537,science-fiction,science-fiction
781595,11051889,4954,The Fallen Star,Fallen Star,Jessica Sorensen,3.91,25948,paranormal,young adult
781708,11057626,5894,Red Mist,Kay Scarpetta,Patricia Cornwell,3.75,19298,mystery,crime
781797,11071466,3655,Second Chance Summer,,Morgan Matson,4.16,34910,young adult,young adult
781907,11076123,9205,Half Blood Blues,,Esi Edugyan,3.63,11506,historical,historical
781997,11076177,5191,The Cat's Table,,Michael Ondaatje,3.59,20584,historical,coming-of-age
782110,11082037,2893,The Drop,Harry Bosch,Michael Connelly,4.14,39023,mystery,crime
782235,11084145,128,Steve Jobs,,Walter Isaacson,4.09,579256,history,0
782297,11093329,3850,The House of Silk,Sherlock Holmes,Anthony Horowitz,3.95,29174,mystery,crime
782397,11096647,2699,Flat-Out Love,Flat-Out Love,Jessica Park,4.01,51947,romance,young adult
782495,11099729,8670,Darth Plagueis,,James Luceno,4.07,12000,science-fiction,science-fiction
782595,11100431,3798,Heir of Novron,The Riyria Revelations,Michael J. Sullivan,4.46,28151,fantasy,adventure
782697,11101772,4792,The Scrapbook of Frankie Pratt,,Caroline Preston,3.72,20548,historical,historical
782817,11104030,9163,MWF Seeking BFF: My Yearlong Search For A New Best Friend,,Rachel Bertsche,3.44,11583,chick lit,humor
782995,11106458,6977,The Mortal Instruments,The Mortal Instruments #1-4),Cassandra Clare,4.59,14474,fantasy,young adult
783127,11107244,7480,The Better Angels of Our Nature: Why Violence Has Declined,,Steven Pinker,4.19,12958,history,crime
783195,11112619,3956,Fever,The Chemical Garden,Lauren DeStefano,3.79,38997,young adult,young adult
783297,11133791,8481,Tilt,,Ellen Hopkins,4.2,12729,young adult,romance
783395,11166889,5795,The Funhouse,,"Owen  West, Dean Koontz",3.6,19217,horror,thriller
783495,11166890,6779,77 Shadow Street,Pendleton,Dean Koontz,3.29,16528,horror,thriller
783597,11178225,4950,Out of the Easy,,Ruta Sepetys,4.05,28925,historical,young adult
783697,11192642,1331,Go the Fuck to Sleep,,"Adam Mansbach, Ricardo Cortés",4.26,74744,humor,children
783795,11198312,4207,The Medusa Plot,39 Clues: Cahills vs. Vespers,Gordon Korman,4.07,25090,adventure,mystery
784013,11201007,6339,Hearts in Darkness,Hearts in Darkness,Laura Kaye,3.86,32772,romance,chick lit
784113,11227040,5137,Sweet Dreams,Colorado Mountain,Kristen Ashley,4.42,37269,romance,suspense
784213,11227041,4077,The Gamble,Colorado Mountain,Kristen Ashley,4.29,45047,romance,mystery
784313,11227043,7203,Rock Chick Revenge,Rock Chick,Kristen Ashley,4.5,27362,romance,humor
784428,11230081,1162,Seriously... I'm Kidding,,Ellen DeGeneres,3.72,79686,humor,humor
784495,11233988,7029,I Want My Hat Back,,Jon Klassen,4.39,18928,children,children
784595,11235712,252,Cinder,The Lunar Chronicles,Marissa Meyer,4.15,454146,young adult,fantasy
784711,11235783,9160,About That Night,FBI/US Attorney,Julie James,4.07,19359,romance,chick lit
784795,11237412,8459,Six's Legacy,Lorien Legacies: The Lost Files,Pittacus Lore,4.08,14442,young adult,science-fiction
784910,11239856,9426,Maid for the Billionaire,Legacy Collection,Ruth Cardello,3.77,16816,romance,chick lit
784995,11250053,1164,The Snow Child,,Eowyn Ivey,3.95,85022,fantasy,historical
785095,11250317,2334,The Song of Achilles,,Madeline Miller,4.27,58401,historical,fantasy
785197,11254250,1428,Cabin Fever,Diary of a Wimpy Kid,Jeff Kinney,4.21,67998,children,humor
785295,11254850,5107,Seeds of Rebellion,Beyonders,Brandon Mull,4.25,21071,fantasy,young adult
785397,11256293,6819,"Life is What You Make It: A Story of Love, Hope and How Determination Can Overcome Even Destiny",,Preeti Shenoy,3.54,12361,romance,romance
785497,11256979,5690,The Magic of Reality: How We Know What's Really True,,"Richard Dawkins, Dave McKean",4.04,17067,children,history
785595,11260526,636,The Twilight Saga Breaking Dawn Part 1: The Official Illustrated Movie Companion,The Twilight Saga: The Official Illustrated Movie Companion,Mark Cotta Vaz,4.3,188274,fantasy,young adult
785697,11262424,5832,Between the Lines,Between the Lines,Tammara Webber,3.71,26500,romance,young adult
785817,11266880,5549,It Chooses You,,"Miranda July, Brigitte Sire",3.88,16375,humor,0
785895,11275323,5307,Raising Steam,Discworld,Terry Pratchett,3.93,22956,fantasy,humor
785997,11277218,5895,I Am Half-Sick of Shadows,Flavia de Luce,Alan Bradley,4.09,24365,mystery,historical
786097,11281852,4346,Kisses from Katie: A Story of Relentless Love and Redemption,,"Katie J. Davis, Beth Clark",4.4,22060,young adult,0
786195,11300302,4203,Alice in Zombieland,White Rabbit Chronicles,Gena Showalter,4.05,33340,young adult,fantasy
786395,11309018,7218,The Lost Stories,Ranger's Apprentice,John Flanagan,4.27,18664,young adult,fantasy
786495,11324166,7691,Timeless,Parasol Protectorate,Gail Carriger,4.12,21814,fantasy,paranormal
786627,11324722,6639,The Righteous Mind: Why Good People are Divided by Politics and Religion,,Jonathan Haidt,4.16,14886,history,0
786708,11330361,1115,A Stolen Life,,Jaycee Dugard,3.89,80357,crime,mystery
786810,11331421,1990,The Art of Hearing Heartbeats,,"Jan-Philipp Sendker, Kevin Wiliarty",3.98,50338,historical,romance
786919,11337189,4477,A Universe from Nothing: Why There Is Something Rather Than Nothing,,"Lawrence M. Krauss, Richard Dawkins",3.92,19149,history,science-fiction
786995,11337912,4596,The Prisoner of Cell 25,Michael Vey,Richard Paul Evans,4.19,26165,young adult,science-fiction
787102,11343348,6294,Private Games,Private #3),"James Patterson, Mark T. Sullivan",3.83,17578,mystery,thriller
787195,11350430,9257,The Mystery Knight,The Tales of Dunk and Egg,George R.R. Martin,4.2,11445,fantasy,adventure
787295,11366397,4024,The Program,The Program,Suzanne Young,4.07,32905,young adult,young adult
787407,11367726,404,Defending Jacob,,William Landay,3.97,202066,mystery,thriller
787514,11381643,1776,Playing for Keeps,Neighbor from Hell,R.L. Mathewson,4.08,91010,romance,humor
787597,11381910,7382,Heft,,Liz Moore,3.96,14007,young adult,young adult
787697,11382346,5250,That Boy,That Boy,Jillian Dodd,3.96,27836,romance,young adult
787795,11387392,8573,The Catastrophic History of You and Me,,Jess Rothenberg,4.04,14184,young adult,romance
787897,11387515,250,Wonder,,R.J. Palacio,4.43,377791,young adult,young adult
788016,11389341,7404,The Meaning of Marriage: Facing the Complexities of Commitment with the Wisdom of God,,"Timothy J. Keller, Kathy  Keller",4.43,12766,romance,romance
788119,11389875,1798,Edge of Eternity,The Century Trilogy,Ken Follett,4.04,52737,historical,historical
788197,11391817,5053,Drawing from Memory,,Allen Say,3.81,21140,children,young adult
788316,11395597,4704,Why Be Happy When You Could Be Normal?,,Jeanette Winterson,3.94,22096,coming-of-age,0
788395,11401915,3226,The Ripper,The Vampire Diaries: Stefan's Diaries,"L.J. Smith, Kevin Williamson, Julie Plec",4.22,27795,fantasy,young adult
788495,11408650,995,The Unbecoming of Mara Dyer,Mara Dyer,Michelle Hodkin,4.09,128632,young adult,paranormal
788597,11410104,9769,The Summer I Turned Pretty Trilogy: The Summer I Turned Pretty; It's Not Summer Without You; We'll Always Have Summer,,Jenny Han,4.46,10084,young adult,young adult
788695,11410430,6136,Defiance,Defiance #1),C.J. Redwine,3.69,24512,fantasy,young adult
788795,11431896,5875,The Bitter Kingdom,Fire and Thorns,Rae Carson,4.23,26657,fantasy,young adult
788895,11445880,9462,Midnight in Austenland,Austenland,Shannon Hale,3.5,15167,romance,mystery
789015,11447921,689,Beautiful Ruins,,Jess Walter,3.67,128321,historical,romance
789095,11450360,5245,"Twilight: The Graphic Novel, Vol. 2 ",Twilight: The Graphic Novel,"Stephenie Meyer, Young Kim",4.26,20129,young adult,fantasy
789205,11450591,5807,The Mill River Recluse,,Darcie Chan,3.55,16595,mystery,historical
789295,11454587,2987,Spell Bound,Hex Hall,Rachel Hawkins,4.09,50645,young adult,fantasy
789510,11469379,7034,A Walk Across the Sun,,Corban Addison,4.13,13556,historical,thriller
789597,11479285,1983,Breathe,Sea Breeze,Abbi Glines,3.88,72690,romance,young adult
789715,11488123,6883,The House at Tyneford,,Natasha Solomons,3.78,15698,historical,romance
789795,11500217,947,Angelfall,Penryn & the End of Days,Susan Ee,4.19,128028,fantasy,young adult
789997,11505797,203,Beautiful Disaster,Beautiful,Jamie McGuire,4.15,442696,romance,young adult
790095,11512688,6562,The Dead of Night,The 39 Clues: Cahills vs. Vespers,Peter Lerangis,4.16,15648,adventure,mystery
790208,11529868,1462,The Orphan Master's Son,,Adam Johnson,4.06,63406,historical,historical
790295,11532160,7674,Requiem,Providence,Jamie McGuire,4.15,17976,paranormal,romance
790395,11544421,4921,Magic Rises,Kate Daniels,Ilona Andrews,4.49,33573,fantasy,fantasy
790495,11544466,9179,Breathe,Breathe,Sarah Crossan,3.69,14779,young adult,young adult
790595,11551045,9325,Lenobia's Vow,House of Night Novellas,"P.C. Cast, Kristin Cast",4.16,13524,young adult,fantasy
790695,11556960,9567,Crewel,Crewel World,Gennifer Albin,3.74,16145,young adult,fantasy
790795,11559200,978,Shadow of Night,All Souls Trilogy,Deborah Harkness,4.04,112860,paranormal,historical
790897,11561469,1753,Reason to Breathe,Breathing,Rebecca Donovan,4.23,77887,young adult,romance
790995,11563110,2217,Hallowed,Unearthly,Cynthia Hand,4.15,61307,young adult,fantasy
791112,11566956,5787,Are You My Mother?,,Alison Bechdel,3.66,19688,humor,0
791195,11568316,9920,Dream Dark,Caster Chronicles,"Kami Garcia, Margaret Stohl",3.76,14458,young adult,fantasy
791295,11594257,1413,Under the Never Sky,Under the Never Sky,Veronica Rossi,4.01,94313,young adult,young adult
791395,11594337,1047,The One and Only Ivan,,"Katherine Applegate, Patricia Castelao",4.24,89381,children,young adult
791497,11595276,7421,The Miseducation of Cameron Post,,Emily M. Danforth,3.99,17385,young adult,young adult
791608,11600163,2057,The Litigators,,John Grisham,3.77,52274,mystery,thriller
791695,11607446,2146,The Wishing Spell,The Land of Stories,"Chris Colfer, Brandon Dorman",4.21,55183,fantasy,children
791795,11614718,280,Delirium,Delirium,Lauren Oliver,3.99,352398,romance,fantasy
791895,11660590,4583,Micro,,"Michael Crichton, Richard   Preston",3.38,23729,science-fiction,science-fiction
792010,11665750,8518,At Peace,The 'Burg,Kristen Ashley,4.49,23659,romance,suspense
792097,11699349,7685,The Lions of Little Rock,,Kristin Levine,4.22,13692,historical,young adult
792217,11709037,4147,"You Are Not So Smart: Why You Have Too Many Friends on Facebook, Why Your Memory Is Mostly Fiction, and 46 Other Ways You're Deluding Yourself",,David McRaney,3.85,22226,humor,0
792295,11710373,1723,Written in My Own Heart's Blood,Outlander,Diana Gabaldon,4.5,62767,historical,romance
792395,11714997,8720,The Underworld,Fallen Star,Jessica Sorensen,4.12,13910,paranormal,fantasy
792511,11720382,4912,Catch Me,Detective D.D. Warren,Lisa Gardner,4.17,24035,mystery,thriller
792597,11721314,9880,Meant to Be,,Lauren Morrill,3.72,14588,young adult,romance
792695,11734251,7627,Death of Kings,The Saxon Stories,Bernard Cornwell,4.28,13999,historical,historical
792795,11735983,69,Insurgent,Divergent,Veronica Roth,4.07,947338,young adult,young adult
792908,11737271,3161,Stay Close,,Harlan Coben,3.87,32817,mystery,thriller
792997,11737313,5516,Three Times Lucky,Tupelo Landing,Sheila Turnage,4.01,18300,mystery,young adult
793095,11737387,8708,Fated,Alex Verus,Benedict Jacka,3.89,14854,fantasy,fantasy
793204,11738128,9380,A Week to Be Wicked,Spindle Cove,Tessa Dare,4.12,16273,romance,historical
793295,11742691,717,The Hunger Games: Official Illustrated Movie Companion,,Kate Egan,4.51,120075,young adult,young adult
793402,11746513,2264,Explosive Eighteen,Stephanie Plum,Janet Evanovich,3.92,59894,mystery,humor
793515,11757975,8629,The Look of Love,San Francisco Sullivans,Bella Andre,3.87,19622,romance,chick lit
793595,11765920,5985,The Calling,Darkness Rising,Kelley Armstrong,4.1,27424,young adult,paranormal
793701,11777020,5082,Headhunters,,"Jo Nesbø, Don Bartlett",3.78,22247,crime,thriller
793797,11784281,8952,Take This Regret,Take This Regret,"Amy Lichtenhan, A.L. Jackson",4.06,21622,romance,chick lit
793897,11797365,2305,Escape from Camp 14: One Man's Remarkable Odyssey from North Korea to Freedom in the West,,Blaine Harden,3.99,42712,history,historical
793995,11801463,6830,City of Dragons,Rain Wild Chronicles,Robin Hobb,4.05,16939,fantasy,sci-fi-fantasy
794095,11806716,7121,Blackout,Newsflesh Trilogy,Mira Grant,4.11,16807,horror,science-fiction
794209,11808919,7488,Maid for Love,Gansett Island Series,Marie Force,3.98,19754,romance,chick lit
794295,11808950,2410,Sweet Evil,Sweet,Wendy Higgins,4.13,61003,young adult,paranormal
794395,11821514,8297,Long Time Coming,,Edie Claire,3.77,12670,romance,mystery
794495,11827808,1443,The Secret of the Nagas,Shiva Trilogy #2),Amish Tripathi,3.98,55054,fantasy,historical
794595,11830394,8169,2312,,Kim Stanley Robinson,3.43,12097,science-fiction,science-fiction
794695,11851522,8757,The Complete Works of H.P. Lovecraft,,H.P. Lovecraft,4.34,10713,horror,classic
794797,11857408,99,Fifty Shades Darker,Fifty Shades,E.L. James,3.87,623340,romance,young adult
794895,11861062,3901,Starters,Starters,Lissa Price,3.91,35524,young adult,young adult
794997,11861815,6226,Winger,Winger,Andrew  Smith,4.08,19460,young adult,young adult
795095,11864728,8502,The Rising,Darkness Rising,Kelley Armstrong,4.13,18781,young adult,paranormal
795216,11866694,6105,Arcadia,,Lauren Groff,3.65,16274,historical,coming-of-age
795328,11869272,1252,"Behind the Beautiful Forevers: Life, Death, and Hope in a Mumbai Undercity",,Katherine Boo,3.97,77078,history,historical
795397,11870085,6,The Fault in Our Stars,,John Green,4.26,2478609,young adult,young adult
795510,11872242,4048,11th Hour,Women's Murder Club,"James Patterson, Maxine Paetro",4.02,29552,mystery,crime
795595,11873368,6224,The World of the Hunger Games,Hunger Games Trilogy),Kate Egan,4.48,15335,young adult,fantasy
795700,11887020,1006,American Sniper: The Autobiography of the Most Lethal Sniper in U.S. Military History,,"Chris Kyle, Scott McEwen, Jim DeFelice",3.97,82161,action,adventure
795802,11889938,7958,Taken,Elvis Cole,Robert Crais,4.17,13955,mystery,thriller
795897,11913681,9328,The Boyfriend Thief,Stolen Kiss,Shana Norris,3.74,12522,young adult,romance
795997,11925514,2071,Code Name Verity,Code Name Verity,Elizabeth Wein,4.08,65468,historical,young adult
796108,11940384,9396,The Wicked Girls,,Alex Marwood,3.48,11921,mystery,thriller
796306,11942639,4747,The Wedding Dress,,Rachel Hauck,3.83,26267,romance,historical
796395,11946245,4659,Nevermore,Maximum Ride,James Patterson,3.88,29527,young adult,fantasy
796495,11947156,4648,Prince of Wolves,The Grey Wolves,Quinn Loftis,4.06,30560,paranormal,young adult
796595,11947829,2417,Ascend,Trylle,Amanda Hocking,4.08,53836,fantasy,young adult
796695,11966216,2130,Torn,Trylle,Amanda Hocking,4.04,59016,fantasy,paranormal
796795,11970096,4625,Twenty-Eight and a Half Wishes,Rose Gardner Mystery,Denise Grover Swank,3.9,23105,mystery,romance
796895,11970747,8155,The Hedge Knight,The Tales of Dunk and Egg,George R.R. Martin,4.23,14386,fantasy,adventure
797008,11981168,6584,The One You Love,Emma Holden Suspense Mystery,Paul Pilkington,3.39,15091,mystery,thriller
797095,11983940,7657,Scarlet,Scarlet,A.C. Gaughen,3.95,20503,young adult,historical
797195,11985631,8755,The Sworn Sword,The Tales of Dunk and Egg,George R.R. Martin,4.07,11969,fantasy,adventure
797295,11988046,6515,Pivot Point,Pivot Point,Kasie West,4.08,21502,young adult,paranormal
797495,11996019,9315,The King's Agent,,Donna Russo Morin,3.81,8254,historical,historical
797602,12000020,1203,Aristotle and Dante Discover the Secrets of the Universe,Aristotle and Dante Discover the Secrets of the Universe,Benjamin Alire Sáenz,4.34,123245,coming-of-age,teen
797697,12002819,9309,The Flight of Gemma Hardy,,Margot Livesey,3.59,13187,historical,romance
797795,12019355,8674,Infamous,Chronicles of Nick,Sherrilyn Kenyon,4.36,16373,young adult,paranormal
797897,12021559,9394,Sophie & Carter,,Chelsea Fine,3.83,13418,young adult,romance
798019,12022079,2575,Home Front,,Kristin Hannah,4.12,41284,chick lit,romance
798109,12022496,8710,Victims,Alex Delaware,Jonathan Kellerman,3.94,12555,mystery,crime
798195,12027429,7957,Scent of Magic,Healer,Maria V. Snyder,4.13,18396,fantasy,fantasy
798315,12029468,7751,Another Piece of My Heart,,Jane Green,3.7,13585,chick lit,romance
798408,12031532,7529,The Garden of Evening Mists,,Tan Twan Eng,4.08,13165,historical,historical
798497,12033455,634,I've Got Your Number,,Sophie Kinsella,3.93,154513,humor,chick lit
798608,12037026,7791,Come Home,,Lisa Scottoline,3.56,14130,mystery,suspense
798709,12039943,9324,Capital,,John Lanchester,3.68,9885,drama,mystery
798795,12040447,8594,Shadows in Flight,Ender's Shadow,Orson Scott Card,3.76,13221,science-fiction,science-fiction
798895,12042279,9733,Darker After Midnight,Midnight Breed,Lara Adrian,4.37,16748,paranormal,romance
798995,12043770,5791,Third Grave Dead Ahead,Charley Davidson,Darynda Jones,4.39,31108,fantasy,paranormal
799095,12063467,9016,Fury,New Species,Laurann Dohner,4.18,19813,paranormal,romance
799195,12065943,8913,Extra Yarn,E. B. White Read-Aloud Award. Picture Books),"Mac Barnett, Jon Klassen",4.07,12711,children,children
799297,12067972,7973,Where You Are,Between the Lines,Tammara Webber,3.94,18655,romance,young adult
799416,12070846,5149,Mile 81,,Stephen King,3.62,20562,horror,science-fiction
799510,12072362,6110,The Pioneer Woman Cooks: Food from My Frontier ,,Ree Drummond,4.31,19416,humor,0
799597,12075886,9573,Keep Holding On,,Susane Colasanti,3.85,11697,young adult,romance
799697,12081467,7905,Chomp,,Carl Hiaasen,3.93,14252,young adult,humor
799795,12099007,3865,The Last Boyfriend,Inn BoonsBoro,"Nora Roberts, MacLeod Andrews",4.06,34274,romance,chick lit
799895,12107920,5622,Shatterproof,The 39 Clues: Cahills vs. Vespers,Roland Smith,4.17,18169,young adult,adventure
799995,12107925,8003,Day of Doom,The 39 Clues: Cahills vs. Vespers,David Baldacci,4.13,12008,adventure,mystery
800095,12107927,8123,Trust No One,The 39 Clues: Cahills vs. Vespers,Linda Sue Park,4.2,12000,adventure,mystery
800195,12119529,6118,Magic Breaks,Kate Daniels,Ilona Andrews,4.52,27458,fantasy,fantasy
800295,12127750,428,The Mark of Athena,The Heroes of Olympus,Rick Riordan,4.47,293586,fantasy,young adult
800395,12127810,684,The House of Hades,The Heroes of Olympus,Rick Riordan,4.54,175407,fantasy,young adult
800530,12143200,6804,Drift: The Unmooring of American Military Power,,Rachel Maddow,4.07,14938,history,historical
800595,12157365,8151,Unraveling,Unraveling,Elizabeth Norris,3.84,17460,young adult,young adult
800725,12158480,6603,"Why Nations Fail: The Origins of Power, Prosperity, and Poverty",,"Daron Acemoğlu, James A. Robinson",3.99,14395,history,historical
800812,12160906,2683,The Sins of the Father,The Clifton Chronicles,Jeffrey Archer,4.01,37091,historical,mystery
800912,12171769,6949,7: An Experimental Mutiny Against Excess,,Jen Hatmaker,4.13,14325,humor,0
800995,12177850,2527,A Song of Ice and Fire,A Song of Ice and Fire,George R.R. Martin,4.63,37017,fantasy,sci-fi-fantasy
801103,12191246,3690,Second Son,Jack Reacher,Lee Child,3.95,29081,thriller,mystery
801214,12204857,6094,Ghost Boy,,"Martin Pistorius, Megan Lloyd Davies",3.96,14474,romance,0
801295,12216302,1654,Cold Days,The Dresden Files,Jim Butcher,4.51,66009,fantasy,fantasy
